CustomerID,PurchaseFrequency,CohortMonth,FrequencySegment
15640,15,01-12-2010,High Frequency
15641,4,01-03-2011,Medium Frequency
15643,3,01-03-2011,Medium Frequency
15644,4,,Medium Frequency
15645,1,,Low Frequency
15646,3,01-12-2010,Medium Frequency
15648,2,,Medium Frequency
15649,2,01-12-2010,Medium Frequency
15651,3,01-11-2011,Medium Frequency
15652,1,01-09-2011,Low Frequency
15653,2,01-09-2011,Medium Frequency
15654,2,,Medium Frequency
15655,1,01-04-2011,Low Frequency
15656,4,01-05-2011,Medium Frequency
15657,1,,Low Frequency
15658,5,01-12-2010,High Frequency
15659,1,,Low Frequency
15660,9,01-12-2010,High Frequency
15661,2,01-01-2011,Medium Frequency
15663,1,,Low Frequency
15664,1,,Low Frequency
15665,2,01-04-2011,Medium Frequency
15667,1,,Low Frequency
15668,1,01-05-2011,Low Frequency
15669,4,,Medium Frequency
15670,1,,Low Frequency
15671,7,01-04-2011,High Frequency
15673,4,01-05-2011,Medium Frequency
15674,5,01-04-2011,High Frequency
15675,3,01-03-2011,Medium Frequency
15676,3,01-03-2011,Medium Frequency
15677,1,,Low Frequency
15678,1,,Low Frequency
15679,4,01-06-2011,Medium Frequency
15680,3,01-12-2010,Medium Frequency
15681,5,01-03-2011,High Frequency
15683,1,,Low Frequency
15687,9,01-02-2011,High Frequency
15689,2,01-08-2011,Medium Frequency
15690,2,01-12-2011,Medium Frequency
15691,1,01-04-2011,Low Frequency
15692,1,01-11-2011,Low Frequency
15694,14,01-12-2010,High Frequency
15695,2,,Medium Frequency
15696,8,01-03-2011,High Frequency
15699,1,,Low Frequency
15700,2,,Medium Frequency
15701,4,01-10-2011,Medium Frequency
15703,1,,Low Frequency
15704,4,01-05-2011,Medium Frequency
15705,1,,Low Frequency
15706,4,01-10-2011,Medium Frequency
15707,4,01-10-2011,Medium Frequency
15708,7,01-12-2010,High Frequency
15709,1,01-03-2011,Low Frequency
15712,5,01-06-2011,High Frequency
15713,2,01-12-2010,Medium Frequency
15714,2,,Medium Frequency
15716,4,01-12-2010,Medium Frequency
15717,1,,Low Frequency
15719,13,01-01-2011,High Frequency
15720,1,,Low Frequency
15721,1,,Low Frequency
15722,5,01-06-2011,High Frequency
15723,1,01-12-2010,Low Frequency
15724,2,,Medium Frequency
15725,1,,Low Frequency
15727,7,01-01-2011,High Frequency
15729,1,01-05-2011,Low Frequency
15730,3,01-09-2011,Medium Frequency
15732,2,01-12-2010,Medium Frequency
15733,1,01-03-2011,Low Frequency
15734,2,,Medium Frequency
15737,8,01-04-2011,High Frequency
15738,16,01-12-2010,High Frequency
15739,1,01-10-2011,Low Frequency
15740,1,,Low Frequency
15743,4,01-06-2011,Medium Frequency
15744,1,,Low Frequency
15745,4,01-11-2011,Medium Frequency
15746,1,,Low Frequency
15747,3,01-08-2011,Medium Frequency
15748,1,,Low Frequency
15749,3,01-01-2011,Medium Frequency
15750,8,01-12-2010,High Frequency
15752,7,01-12-2010,High Frequency
15753,1,01-02-2011,Low Frequency
15754,3,01-04-2011,Medium Frequency
15755,6,01-09-2011,High Frequency
15756,4,01-04-2011,Medium Frequency
15757,2,01-05-2011,Medium Frequency
15758,1,,Low Frequency
15759,3,01-05-2011,Medium Frequency
15762,2,01-10-2011,Medium Frequency
15763,2,01-11-2011,Medium Frequency
15764,6,01-03-2011,High Frequency
15766,1,01-10-2011,Low Frequency
15768,3,,Medium Frequency
15769,26,01-12-2010,High Frequency
15773,1,01-12-2011,Low Frequency
15774,1,01-10-2011,Low Frequency
15775,1,01-04-2011,Low Frequency
15776,1,,Low Frequency
15777,4,01-04-2011,Medium Frequency
15780,3,01-04-2011,Medium Frequency
15781,3,01-02-2011,Medium Frequency
15782,3,01-09-2011,Medium Frequency
15783,1,,Low Frequency
15785,5,01-07-2011,High Frequency
15786,3,,Medium Frequency
15787,3,01-10-2011,Medium Frequency
15789,1,,Low Frequency
15790,1,,Low Frequency
15791,2,,Medium Frequency
15793,3,,Medium Frequency
15795,1,,Low Frequency
15796,8,01-02-2011,High Frequency
15797,4,01-02-2011,Medium Frequency
15799,3,01-01-2011,Medium Frequency
15800,2,01-04-2011,Medium Frequency
15801,3,01-10-2011,Medium Frequency
15802,1,,Low Frequency
15803,1,,Low Frequency
15804,13,01-09-2011,High Frequency
15805,17,01-12-2010,High Frequency
15806,3,01-03-2011,Medium Frequency
15807,3,,Medium Frequency
15808,4,01-12-2010,Medium Frequency
15809,5,01-02-2011,High Frequency
15810,4,,Medium Frequency
15811,6,01-12-2010,High Frequency
15812,5,01-06-2011,High Frequency
15813,2,,Medium Frequency
15814,4,01-11-2011,Medium Frequency
15815,5,01-04-2011,High Frequency
15819,4,01-03-2011,Medium Frequency
15820,1,,Low Frequency
15821,2,01-10-2011,Medium Frequency
15822,2,01-12-2011,Medium Frequency
15823,1,01-12-2010,Low Frequency
15825,1,,Low Frequency
15826,3,,Medium Frequency
15827,14,01-12-2010,High Frequency
15829,2,01-09-2011,Medium Frequency
15830,1,01-11-2011,Low Frequency
15831,3,01-08-2011,Medium Frequency
15832,1,,Low Frequency
15834,4,01-03-2011,Medium Frequency
15835,4,,Medium Frequency
15836,1,,Low Frequency
15837,1,01-10-2011,Low Frequency
15838,19,01-12-2010,High Frequency
15839,3,01-11-2011,Medium Frequency
15840,2,01-10-2011,Medium Frequency
15841,4,01-01-2011,Medium Frequency
15843,1,01-02-2011,Low Frequency
15844,1,,Low Frequency
15845,8,01-01-2011,High Frequency
15847,2,01-11-2011,Medium Frequency
15850,2,,Medium Frequency
15852,2,01-06-2011,Medium Frequency
15853,1,,Low Frequency
15854,12,01-02-2011,High Frequency
15855,5,01-06-2011,High Frequency
15856,27,01-12-2010,High Frequency
15857,1,,Low Frequency
15858,5,01-12-2010,High Frequency
15860,8,01-12-2010,High Frequency
15861,8,,High Frequency
15862,4,01-12-2010,Medium Frequency
15863,2,,Medium Frequency
15864,6,01-09-2011,High Frequency
15865,3,01-05-2011,Medium Frequency
15866,1,,Low Frequency
15867,15,01-12-2010,High Frequency
15869,2,01-03-2011,Medium Frequency
15870,1,01-11-2011,Low Frequency
15872,2,,Medium Frequency
15874,7,01-04-2011,High Frequency
15877,2,01-12-2011,Medium Frequency
15880,1,01-12-2010,Low Frequency
15881,5,01-12-2010,High Frequency
15882,4,01-12-2010,Medium Frequency
15883,2,01-11-2011,Medium Frequency
15885,3,01-02-2011,Medium Frequency
15886,1,01-10-2011,Low Frequency
15888,1,,Low Frequency
15889,2,01-12-2010,Medium Frequency
15891,1,,Low Frequency
15894,2,01-12-2010,Medium Frequency
15895,1,,Low Frequency
15897,2,,Medium Frequency
15898,5,01-12-2010,High Frequency
15899,1,01-12-2010,Low Frequency
15900,1,,Low Frequency
15901,3,01-07-2011,Medium Frequency
15903,7,01-11-2011,High Frequency
15904,1,01-12-2011,Low Frequency
15906,7,01-05-2011,High Frequency
15907,3,01-12-2011,Medium Frequency
15909,1,,Low Frequency
15910,8,01-04-2011,High Frequency
15912,2,,Medium Frequency
15916,8,01-12-2010,High Frequency
15917,1,01-04-2011,Low Frequency
15918,2,01-06-2011,Medium Frequency
15919,2,01-12-2010,Medium Frequency
15920,4,01-07-2011,Medium Frequency
15921,1,,Low Frequency
15922,1,01-12-2010,Low Frequency
15923,1,01-12-2010,Low Frequency
15925,1,,Low Frequency
15930,1,01-10-2011,Low Frequency
15932,8,01-04-2011,High Frequency
15933,3,,Medium Frequency
15935,2,01-04-2011,Medium Frequency
15937,1,01-10-2011,Low Frequency
15938,5,01-04-2011,High Frequency
15939,15,01-01-2011,High Frequency
15940,1,01-02-2011,Low Frequency
15942,1,,Low Frequency
15944,1,01-03-2011,Low Frequency
15945,1,01-12-2010,Low Frequency
15947,1,,Low Frequency
15948,2,01-12-2011,Medium Frequency
15949,2,,Medium Frequency
15950,4,01-11-2011,Medium Frequency
15951,2,01-12-2011,Medium Frequency
15952,4,01-07-2011,Medium Frequency
15953,8,01-12-2010,High Frequency
15955,14,01-12-2010,High Frequency
15957,1,01-11-2011,Low Frequency
15958,1,,Low Frequency
15963,2,,Medium Frequency
15965,4,01-12-2010,Medium Frequency
15967,2,,Medium Frequency
15969,3,01-06-2011,Medium Frequency
15970,1,01-02-2011,Low Frequency
15971,12,01-02-2011,High Frequency
15973,1,01-12-2010,Low Frequency
15974,7,01-03-2011,High Frequency
15975,1,,Low Frequency
15976,2,01-05-2011,Medium Frequency
15977,2,,Medium Frequency
15978,1,,Low Frequency
15980,3,01-09-2011,Medium Frequency
15981,8,01-02-2011,High Frequency
15983,4,01-12-2010,Medium Frequency
15984,10,01-12-2010,High Frequency
15985,2,01-08-2011,Medium Frequency
15986,1,01-11-2011,Low Frequency
15987,7,01-12-2010,High Frequency
15988,1,,Low Frequency
15990,2,,Medium Frequency
15992,1,01-12-2011,Low Frequency
15993,7,01-11-2011,High Frequency
15994,1,,Low Frequency
15996,6,01-12-2010,High Frequency
15998,5,01-12-2010,High Frequency
16000,3,01-12-2011,Medium Frequency
16003,5,01-11-2011,High Frequency
16005,4,01-06-2011,Medium Frequency
16006,1,01-05-2011,Low Frequency
16007,4,01-05-2011,Medium Frequency
16008,3,,Medium Frequency
16009,4,01-07-2011,Medium Frequency
16010,3,01-12-2010,Medium Frequency
16011,16,01-12-2010,High Frequency
16012,3,01-07-2011,Medium Frequency
16013,47,01-12-2010,High Frequency
16014,3,01-07-2011,Medium Frequency
16015,3,01-12-2011,Medium Frequency
16016,8,01-12-2010,High Frequency
16017,1,,Low Frequency
16018,2,01-06-2011,Medium Frequency
16019,9,01-12-2010,High Frequency
16020,3,01-10-2011,Medium Frequency
16022,1,,Low Frequency
16023,3,,Medium Frequency
16024,1,,Low Frequency
16025,1,01-11-2011,Low Frequency
16026,1,,Low Frequency
16027,6,01-02-2011,High Frequency
16029,63,01-12-2010,High Frequency
16030,1,01-02-2011,Low Frequency
16031,2,01-04-2011,Medium Frequency
16033,20,01-12-2010,High Frequency
16034,3,01-01-2011,Medium Frequency
16036,2,,Medium Frequency
16037,3,01-02-2011,Medium Frequency
16038,3,01-12-2011,Medium Frequency
16040,3,01-10-2011,Medium Frequency
16041,3,01-11-2011,Medium Frequency
16042,5,01-01-2011,High Frequency
16043,4,01-04-2011,Medium Frequency
16045,4,01-04-2011,Medium Frequency
16048,2,01-12-2010,Medium Frequency
16049,3,,Medium Frequency
16050,1,,Low Frequency
16052,1,,Low Frequency
16053,2,01-08-2011,Medium Frequency
16054,1,,Low Frequency
16055,1,01-05-2011,Low Frequency
16056,1,,Low Frequency
16057,7,01-05-2011,High Frequency
16059,6,01-12-2010,High Frequency
16062,4,01-12-2010,Medium Frequency
16063,1,,Low Frequency
16065,1,01-12-2010,Low Frequency
16066,5,01-08-2011,High Frequency
16070,2,01-11-2011,Medium Frequency
16071,1,,Low Frequency
16072,1,,Low Frequency
16073,1,,Low Frequency
16076,10,01-08-2011,High Frequency
16078,1,01-03-2011,Low Frequency
16079,3,,Medium Frequency
16080,2,01-03-2011,Medium Frequency
16081,5,01-12-2010,High Frequency
16083,2,,Medium Frequency
16084,1,,Low Frequency
16085,5,01-10-2011,High Frequency
16086,5,01-12-2010,High Frequency
16091,2,01-07-2011,Medium Frequency
16092,3,,Medium Frequency
16093,1,,Low Frequency
16094,4,01-05-2011,Medium Frequency
16096,1,,Low Frequency
16097,1,,Low Frequency
16098,7,01-12-2010,High Frequency
16099,3,,Medium Frequency
16101,1,,Low Frequency
16102,3,01-08-2011,Medium Frequency
16103,6,01-06-2011,High Frequency
16104,1,01-10-2011,Low Frequency
16105,1,01-04-2011,Low Frequency
16106,1,01-10-2011,Low Frequency
16107,7,01-06-2011,High Frequency
16108,1,,Low Frequency
16109,2,01-02-2011,Medium Frequency
16110,3,01-02-2011,Medium Frequency
16112,4,01-01-2011,Medium Frequency
16113,1,01-06-2011,Low Frequency
16114,1,,Low Frequency
16115,8,01-05-2011,High Frequency
16116,1,01-05-2011,Low Frequency
16117,1,01-06-2011,Low Frequency
16119,2,01-12-2011,Medium Frequency
16120,4,01-10-2011,Medium Frequency
16121,2,01-05-2011,Medium Frequency
16122,4,01-12-2010,Medium Frequency
16123,1,,Low Frequency
16124,1,,Low Frequency
16125,1,01-12-2010,Low Frequency
16126,4,01-06-2011,Medium Frequency
16127,1,,Low Frequency
16128,5,01-03-2011,High Frequency
16131,6,,High Frequency
16133,33,01-04-2011,High Frequency
16134,2,,Medium Frequency
16135,1,,Low Frequency
16136,3,01-03-2011,Medium Frequency
16139,3,,Medium Frequency
16140,2,01-12-2010,Medium Frequency
16141,1,01-09-2011,Low Frequency
16142,1,01-04-2011,Low Frequency
16143,6,01-12-2010,High Frequency
16144,1,01-04-2011,Low Frequency
16145,11,01-01-2011,High Frequency
16146,3,01-07-2011,Medium Frequency
16147,1,,Low Frequency
16148,1,,Low Frequency
16149,2,01-12-2011,Medium Frequency
16150,5,01-12-2010,High Frequency
16152,1,,Low Frequency
16153,5,01-05-2011,High Frequency
16156,9,01-02-2011,High Frequency
16157,3,,Medium Frequency
16159,1,01-03-2011,Low Frequency
16160,2,01-10-2011,Medium Frequency
16161,19,01-12-2010,High Frequency
16162,1,01-04-2011,Low Frequency
16163,2,01-12-2010,Medium Frequency
16164,3,,Medium Frequency
16168,27,01-12-2010,High Frequency
16169,4,01-11-2011,Medium Frequency
16170,6,01-04-2011,High Frequency
16171,1,01-10-2011,Low Frequency
16172,5,01-04-2011,High Frequency
16173,6,01-09-2011,High Frequency
16174,3,01-07-2011,Medium Frequency
16175,4,01-09-2011,Medium Frequency
16177,1,,Low Frequency
16178,1,,Low Frequency
16179,1,01-10-2011,Low Frequency
16180,8,01-04-2011,High Frequency
16181,1,,Low Frequency
16182,4,01-08-2011,Medium Frequency
16183,1,01-10-2011,Low Frequency
16184,6,01-05-2011,High Frequency
16185,2,,Medium Frequency
16186,12,01-12-2010,High Frequency
16187,15,01-08-2011,High Frequency
16188,4,01-04-2011,Medium Frequency
16189,2,,Medium Frequency
16190,1,,Low Frequency
16191,13,01-01-2011,High Frequency
16193,1,,Low Frequency
16198,1,,Low Frequency
16200,2,01-12-2011,Medium Frequency
16201,4,01-12-2011,Medium Frequency
16202,1,,Low Frequency
16203,4,01-12-2010,Medium Frequency
16204,1,,Low Frequency
16205,4,01-10-2011,Medium Frequency
16206,4,01-08-2011,Medium Frequency
16207,1,,Low Frequency
16208,2,,Medium Frequency
16209,5,01-04-2011,High Frequency
16210,18,01-12-2010,High Frequency
16211,1,01-09-2011,Low Frequency
16212,2,01-03-2011,Medium Frequency
16213,1,,Low Frequency
16214,3,01-04-2011,Medium Frequency
16215,1,,Low Frequency
16216,1,,Low Frequency
16217,2,01-03-2011,Medium Frequency
16218,7,01-12-2010,High Frequency
16221,3,01-12-2010,Medium Frequency
16222,1,,Low Frequency
16224,4,01-04-2011,Medium Frequency
16225,5,01-03-2011,High Frequency
16226,3,,Medium Frequency
16227,1,,Low Frequency
16229,2,01-05-2011,Medium Frequency
16230,2,01-05-2011,Medium Frequency
16232,4,01-05-2011,Medium Frequency
16233,3,01-12-2010,Medium Frequency
16235,5,01-01-2011,High Frequency
16236,1,,Low Frequency
16239,2,01-06-2011,Medium Frequency
16240,2,,Medium Frequency
16241,13,01-12-2010,High Frequency
16242,7,01-03-2011,High Frequency
16243,2,01-11-2011,Medium Frequency
16244,2,01-12-2010,Medium Frequency
16245,3,01-08-2011,Medium Frequency
16247,1,,Low Frequency
16248,1,01-10-2011,Low Frequency
16249,5,,High Frequency
16250,2,01-12-2010,Medium Frequency
16253,2,01-10-2011,Medium Frequency
16255,8,01-12-2010,High Frequency
16256,1,,Low Frequency
16257,1,,Low Frequency
16258,5,01-05-2011,High Frequency
16260,1,,Low Frequency
16261,4,01-04-2011,Medium Frequency
16265,9,01-12-2010,High Frequency
16266,7,,High Frequency
16268,2,,Medium Frequency
16270,1,,Low Frequency
16271,5,01-08-2011,High Frequency
16272,1,,Low Frequency
16274,1,01-12-2010,Low Frequency
16275,1,,Low Frequency
16276,1,,Low Frequency
16278,1,,Low Frequency
16279,3,,Medium Frequency
16281,1,,Low Frequency
16282,1,01-01-2011,Low Frequency
16283,5,01-07-2011,High Frequency
16284,2,01-11-2011,Medium Frequency
16287,1,,Low Frequency
16292,1,01-08-2011,Low Frequency
16293,10,01-12-2010,High Frequency
16295,4,01-10-2011,Medium Frequency
16297,1,,Low Frequency
16298,3,01-06-2011,Medium Frequency
16302,1,01-08-2011,Low Frequency
16303,3,01-01-2011,Medium Frequency
16305,1,,Low Frequency
16306,6,01-12-2010,High Frequency
16308,4,01-05-2011,Medium Frequency
16309,2,,Medium Frequency
16311,2,,Medium Frequency
16313,2,01-12-2011,Medium Frequency
16315,1,,Low Frequency
16316,8,01-03-2011,High Frequency
16317,3,01-07-2011,Medium Frequency
16318,1,01-11-2011,Low Frequency
16319,1,01-05-2011,Low Frequency
16320,2,01-05-2011,Medium Frequency
16321,5,01-02-2011,High Frequency
16322,2,01-11-2011,Medium Frequency
16323,1,,Low Frequency
16324,3,01-08-2011,Medium Frequency
16325,3,01-04-2011,Medium Frequency
16326,14,01-01-2011,High Frequency
16327,6,01-12-2010,High Frequency
16330,3,,Medium Frequency
16332,7,01-02-2011,High Frequency
16333,22,01-02-2011,High Frequency
16337,1,01-11-2011,Low Frequency
16338,1,01-07-2011,Low Frequency
16339,1,,Low Frequency
16340,1,,Low Frequency
16341,4,,Medium Frequency
16342,4,,Medium Frequency
16343,2,,Medium Frequency
16344,1,01-07-2011,Low Frequency
16345,1,,Low Frequency
16347,2,01-11-2011,Medium Frequency
16348,7,01-06-2011,High Frequency
16349,1,,Low Frequency
16350,4,01-01-2011,Medium Frequency
16351,1,01-01-2011,Low Frequency
16352,2,01-11-2011,Medium Frequency
16353,23,01-12-2010,High Frequency
16354,2,01-10-2011,Medium Frequency
16356,3,01-03-2011,Medium Frequency
16357,3,01-05-2011,Medium Frequency
16358,4,01-06-2011,Medium Frequency
16359,9,01-01-2011,High Frequency
16360,6,01-09-2011,High Frequency
16361,4,,Medium Frequency
16362,5,01-09-2011,High Frequency
16363,1,,Low Frequency
16364,2,,Medium Frequency
16365,9,01-12-2010,High Frequency
16366,1,,Low Frequency
16367,2,01-12-2010,Medium Frequency
16368,2,01-11-2011,Medium Frequency
16369,3,,Medium Frequency
16370,4,01-06-2011,Medium Frequency
16372,2,01-11-2011,Medium Frequency
16374,2,01-10-2011,Medium Frequency
16376,2,01-12-2011,Medium Frequency
16377,1,,Low Frequency
16378,3,01-02-2011,Medium Frequency
16379,4,01-11-2011,Medium Frequency
16380,1,01-10-2011,Low Frequency
16383,2,,Medium Frequency
16384,2,01-09-2011,Medium Frequency
16385,3,01-12-2010,Medium Frequency
16386,2,01-11-2011,Medium Frequency
16387,1,,Low Frequency
16389,4,01-03-2011,Medium Frequency
16392,1,,Low Frequency
16393,13,01-12-2010,High Frequency
16394,5,01-04-2011,High Frequency
16395,5,01-10-2011,High Frequency
16398,2,01-07-2011,Medium Frequency
16399,2,,Medium Frequency
16400,1,01-09-2011,Low Frequency
16401,12,01-05-2011,High Frequency
16402,2,01-12-2010,Medium Frequency
16403,1,,Low Frequency
16404,1,,Low Frequency
16405,2,01-02-2011,Medium Frequency
16406,1,,Low Frequency
16407,10,01-04-2011,High Frequency
16409,5,01-04-2011,High Frequency
16411,2,01-12-2010,Medium Frequency
16412,1,,Low Frequency
16413,1,,Low Frequency
16414,2,01-03-2011,Medium Frequency
16415,1,,Low Frequency
16416,3,,Medium Frequency
16418,3,01-09-2011,Medium Frequency
16419,6,01-02-2011,High Frequency
16422,51,01-12-2010,High Frequency
16423,1,,Low Frequency
16424,1,01-06-2011,Low Frequency
16425,1,01-02-2011,Low Frequency
16426,10,01-03-2011,High Frequency
16427,2,,Medium Frequency
16429,1,,Low Frequency
16430,1,,Low Frequency
16431,3,01-05-2011,Medium Frequency
16432,1,01-10-2011,Low Frequency
16433,1,01-11-2011,Low Frequency
16434,7,01-09-2011,High Frequency
16438,5,01-11-2011,High Frequency
16440,5,01-05-2011,High Frequency
16441,2,01-10-2011,Medium Frequency
16442,3,01-12-2011,Medium Frequency
16444,4,01-09-2011,Medium Frequency
16445,1,01-11-2011,Low Frequency
16446,2,01-12-2011,Medium Frequency
16447,1,,Low Frequency
16448,1,,Low Frequency
16449,2,01-03-2011,Medium Frequency
16450,1,,Low Frequency
16451,1,,Low Frequency
16454,2,01-10-2011,Medium Frequency
16455,7,01-12-2010,High Frequency
16456,5,01-12-2010,High Frequency
16457,1,01-05-2011,Low Frequency
16458,18,01-02-2011,High Frequency
16460,3,01-11-2011,Medium Frequency
16461,1,,Low Frequency
16462,3,01-03-2011,Medium Frequency
16463,4,,Medium Frequency
16464,3,,Medium Frequency
16466,7,01-06-2011,High Frequency
16468,1,,Low Frequency
16469,4,01-04-2011,Medium Frequency
16470,4,,Medium Frequency
16471,1,01-03-2011,Low Frequency
16473,3,01-01-2011,Medium Frequency
16474,7,01-09-2011,High Frequency
16475,4,01-03-2011,Medium Frequency
16477,7,01-12-2010,High Frequency
16478,3,01-10-2011,Medium Frequency
16479,2,,Medium Frequency
16480,1,,Low Frequency
16482,1,,Low Frequency
16483,1,,Low Frequency
16484,2,01-06-2011,Medium Frequency
16485,1,,Low Frequency
16488,3,01-11-2011,Medium Frequency
16491,1,,Low Frequency
16493,4,,Medium Frequency
16494,1,,Low Frequency
16495,3,01-03-2011,Medium Frequency
16496,3,01-12-2011,Medium Frequency
16497,6,01-01-2011,High Frequency
16498,2,01-07-2011,Medium Frequency
16499,2,01-12-2010,Medium Frequency
16500,6,01-11-2011,High Frequency
16503,4,01-05-2011,Medium Frequency
16504,1,,Low Frequency
16505,1,01-11-2011,Low Frequency
16506,2,,Medium Frequency
16509,1,,Low Frequency
16510,1,01-12-2010,Low Frequency
16511,3,,Medium Frequency
16513,4,01-12-2011,Medium Frequency
16515,5,01-02-2011,High Frequency
16516,1,01-11-2011,Low Frequency
16517,1,01-03-2011,Low Frequency
16518,2,01-10-2011,Medium Frequency
16519,2,01-12-2010,Medium Frequency
16520,3,01-12-2010,Medium Frequency
16523,21,01-05-2011,High Frequency
16525,26,01-12-2010,High Frequency
16526,1,,Low Frequency
16527,1,,Low Frequency
16528,1,01-12-2011,Low Frequency
16529,1,01-06-2011,Low Frequency
16531,7,01-08-2011,High Frequency
16532,3,01-01-2011,Medium Frequency
16533,3,01-10-2011,Medium Frequency
16535,1,01-12-2011,Low Frequency
16536,1,,Low Frequency
16539,4,01-12-2010,Medium Frequency
16542,1,,Low Frequency
16545,1,,Low Frequency
16546,2,01-12-2010,Medium Frequency
16549,10,01-01-2011,High Frequency
16550,5,01-12-2010,High Frequency
16551,3,01-01-2011,Medium Frequency
16552,2,01-12-2010,Medium Frequency
16553,12,01-02-2011,High Frequency
16554,3,01-01-2011,Medium Frequency
16555,2,01-11-2011,Medium Frequency
16556,7,01-04-2011,High Frequency
16557,2,,Medium Frequency
16558,20,01-12-2010,High Frequency
16560,2,,Medium Frequency
16561,2,01-10-2011,Medium Frequency
16563,1,,Low Frequency
16565,1,01-12-2010,Low Frequency
16566,5,,High Frequency
16567,2,01-01-2011,Medium Frequency
16569,1,01-12-2011,Low Frequency
16570,10,01-02-2011,High Frequency
16571,3,01-03-2011,Medium Frequency
16572,3,01-03-2011,Medium Frequency
16573,2,,Medium Frequency
16574,1,,Low Frequency
16581,1,01-06-2011,Low Frequency
16582,1,,Low Frequency
16583,1,01-12-2010,Low Frequency
16584,2,,Medium Frequency
16586,1,01-04-2011,Low Frequency
16587,1,,Low Frequency
16589,3,01-07-2011,Medium Frequency
16591,1,01-10-2011,Low Frequency
16592,16,01-04-2011,High Frequency
16593,3,01-06-2011,Medium Frequency
16594,1,,Low Frequency
16595,1,01-10-2011,Low Frequency
16596,2,01-12-2010,Medium Frequency
16597,1,01-12-2011,Low Frequency
16598,1,,Low Frequency
16600,6,01-01-2011,High Frequency
16601,1,,Low Frequency
16602,1,01-11-2011,Low Frequency
16603,2,01-09-2011,Medium Frequency
16607,14,01-02-2011,High Frequency
16609,7,01-04-2011,High Frequency
16610,1,01-05-2011,Low Frequency
16611,1,01-06-2011,Low Frequency
16612,4,01-02-2011,Medium Frequency
16613,1,,Low Frequency
16614,1,01-06-2011,Low Frequency
16616,2,01-07-2011,Medium Frequency
16617,1,,Low Frequency
16618,5,01-11-2011,High Frequency
16619,1,,Low Frequency
16620,2,01-12-2011,Medium Frequency
16621,4,01-03-2011,Medium Frequency
16623,1,01-04-2011,Low Frequency
16624,2,,Medium Frequency
16625,1,01-03-2011,Low Frequency
16626,17,01-06-2011,High Frequency
16627,1,,Low Frequency
16628,5,01-05-2011,High Frequency
16629,2,01-09-2011,Medium Frequency
16633,6,01-06-2011,High Frequency
16634,2,01-12-2010,Medium Frequency
16637,4,01-08-2011,Medium Frequency
16638,10,01-12-2010,High Frequency
16639,3,01-11-2011,Medium Frequency
16641,1,,Low Frequency
16642,2,01-12-2011,Medium Frequency
16643,1,01-04-2011,Low Frequency
16644,2,01-05-2011,Medium Frequency
16647,2,,Medium Frequency
16648,1,,Low Frequency
16650,1,,Low Frequency
16652,7,01-03-2011,High Frequency
16653,2,,Medium Frequency
16654,4,01-12-2010,Medium Frequency
16655,6,01-01-2011,High Frequency
16656,15,01-12-2010,High Frequency
16657,4,,Medium Frequency
16658,1,01-12-2010,Low Frequency
16659,1,01-06-2011,Low Frequency
16660,4,,Medium Frequency
16665,1,01-12-2010,Low Frequency
16666,1,,Low Frequency
16667,2,01-10-2011,Medium Frequency
16668,6,01-05-2011,High Frequency
16669,3,,Medium Frequency
16670,11,01-01-2011,High Frequency
16671,3,01-11-2011,Medium Frequency
16672,20,01-04-2011,High Frequency
16674,2,01-09-2011,Medium Frequency
16676,4,01-01-2011,Medium Frequency
16678,12,01-03-2011,High Frequency
16679,1,01-12-2010,Low Frequency
16680,1,,Low Frequency
16681,6,,High Frequency
16682,5,01-06-2011,High Frequency
16684,28,01-02-2011,High Frequency
16685,2,01-10-2011,Medium Frequency
16686,7,01-02-2011,High Frequency
16688,4,01-10-2011,Medium Frequency
16689,2,,Medium Frequency
16690,2,,Medium Frequency
16692,2,,Medium Frequency
16693,2,01-10-2011,Medium Frequency
16696,4,01-04-2011,Medium Frequency
16697,1,01-04-2011,Low Frequency
16698,2,,Medium Frequency
16700,13,01-12-2010,High Frequency
16701,13,01-01-2011,High Frequency
16705,20,01-02-2011,High Frequency
16706,3,01-09-2011,Medium Frequency
16708,1,,Low Frequency
16709,5,01-03-2011,High Frequency
16710,10,01-12-2010,High Frequency
16711,5,01-02-2011,High Frequency
16712,11,01-03-2011,High Frequency
16713,15,01-12-2010,High Frequency
16714,3,01-05-2011,Medium Frequency
16715,1,,Low Frequency
16716,2,01-02-2011,Medium Frequency
16717,6,01-12-2010,High Frequency
16718,1,01-12-2010,Low Frequency
16719,7,01-12-2010,High Frequency
16720,1,,Low Frequency
16721,1,,Low Frequency
16722,13,01-12-2010,High Frequency
16723,2,01-09-2011,Medium Frequency
16725,7,01-12-2010,High Frequency
16726,5,,High Frequency
16727,1,01-12-2010,Low Frequency
16728,4,,Medium Frequency
16729,21,01-04-2011,High Frequency
16730,3,,Medium Frequency
16732,1,01-11-2011,Low Frequency
16734,3,,Medium Frequency
16735,5,01-01-2011,High Frequency
16737,1,,Low Frequency
16738,1,,Low Frequency
16739,1,,Low Frequency
16742,1,,Low Frequency
16743,7,01-03-2011,High Frequency
16744,7,01-09-2011,High Frequency
16745,17,01-02-2011,High Frequency
16746,18,01-05-2011,High Frequency
16747,2,01-10-2011,Medium Frequency
16748,5,01-01-2011,High Frequency
16750,5,01-08-2011,High Frequency
16751,1,01-11-2011,Low Frequency
16752,1,01-12-2010,Low Frequency
